Named entity,chapter_id,verse_id,verse_text
keluarga Fir'aun,040,28,"Seorang laki-laki mukmin dari keluarga Fir‘aun yang menyembunyikan imannya berkata, “Apakah kamu akan membunuh seseorang karena dia berkata, ‘Tuhanku adalah Allah.’ Padahal, sungguh dia telah datang kepadamu dengan membawa bukti-bukti yang nyata dari Tuhanmu. Jika dia seorang pendusta, dialah yang akan menanggung (dosa) dustanya itu, dan jika dia seorang yang benar, niscaya sebagian (bencana) yang diancamkan kepadamu akan menimpamu. Sesungguhnya Allah tidak memberi petunjuk kepada orang yang melampaui batas lagi pendusta."
kaum Nuh,040,31,"(Yakni) seperti kebiasaan kaum Nuh, ‘Ad, Samud, dan orang-orang yang datang setelah mereka (yang ditimpa bencana). Allah tidak menghendaki kezaliman terhadap hamba-hamba-Nya."
Allah,040,34,"Sungguh, sebelum itu Yusuf benar-benar telah datang kepadamu dengan membawa bukti-bukti yang nyata. Akan tetapi, kamu senantiasa dalam keraguan terhadap apa yang dibawanya hingga ketika dia wafat, kamu berkata, ‘Allah sekali-kali tidak akan mengirim seorang rasul pun setelahnya.’ Demikianlah Allah membiarkan sesat orang yang melampaui batas dan ragu-ragu.”"
Haman,040,36,"Fir‘aun berkata, “Hai Haman, buatkanlah untukku sebuah bangunan yang tinggi agar aku sampai ke pintu-pintu,"
Yang Maha Perkasa lagi Maha Pengampun,040,42,"Kamu menyeruku agar kufur kepada Allah dan mempersekutukan-Nya dengan sesuatu yang tidak ada padaku pengetahuan tentangnya, padahal aku menyerumu (beriman) kepada Yang Maha Perkasa lagi Maha Pengampun."
kaumnya,040,45,"Maka, Allah melindunginya (orang yang beriman) dari berbagai kejahatan tipu daya mereka, sedangkan Fir‘aun beserta kaumnya dikepung oleh seburuk-buruk azab."
Allahlah,040,61,"Allahlah yang menjadikan malam untukmu agar kamu beristirahat padanya (dan menjadikan) siang terang-benderang (agar kamu bekerja). Sesungguhnya Allah benar-benar memiliki karunia (yang dilimpahkan) kepada manusia, tetapi kebanyakan manusia tidak bersyukur."
Allahlah,040,64,"Allahlah yang menjadikan bumi untukmu sebagai tempat menetap dan langit sebagai atap. (Dia pula yang) membentukmu, lalu memperindah bentukmu, serta memberimu rezeki dari yang baik-baik. Demikianlah Allah Tuhanmu. Maha Suci Allah, Tuhan semesta alam."
Allahlah,040,79,Allahlah yang menjadikan hewan ternak untukmu. Sebagian untuk kamu kendarai dan sebagian lagi untuk kamu makan.
Tuhan Yang Maha Pengasih lagi Maha Penyayang,041,2,(Al-Qur’an ini) diturunkan dari Tuhan Yang Maha Pengasih lagi Maha Penyayang.
Yang Maha Perkasa lagi Maha Mengetahui,041,12,"Lalu, Dia menjadikannya tujuh langit dalam dua masa dan pada setiap langit Dia mewahyukan urusan masing-masing. Kemudian langit yang paling dekat (dengan bumi), Kami hiasi dengan bintang-bintang sebagai penjagaan (dari setan). Demikianlah ketetapan (Allah) Yang Maha Perkasa lagi Maha Mengetahui."
Tuhan Yang Maha Bijaksana lagi Maha Terpuji,041,42,"Tidak ada kebatilan yang mendatanginya, baik dari depan maupun dari belakang. (Al-Qur’an itu adalah) kitab yang diturunkan dari Tuhan Yang Maha Bijaksana lagi Maha Terpuji."
Arab,041,44,"Seandainya Kami menjadikannya (Al-Qur’an) bacaan dalam bahasa selain Arab, niscaya mereka akan mengatakan, “Mengapa ayat-ayatnya tidak dijelaskan (dengan bahasa yang kami pahami)?” Apakah patut (Al-Qur’an) dalam bahasa selain bahasa Arab, sedangkan (rasul adalah) orang Arab? Katakanlah (Nabi Muhammad), “Al-Qur’an adalah petunjuk dan penyembuh bagi orang-orang yang beriman, sedangkan orang-orang yang tidak beriman, pada telinga mereka ada penyumbat dan mereka buta terhadapnya (Al-Qur’an). Mereka itu (seperti) orang-orang yang dipanggil dari tempat yang jauh.”"
Arab,041,44,"Seandainya Kami menjadikannya (Al-Qur’an) bacaan dalam bahasa selain Arab, niscaya mereka akan mengatakan, “Mengapa ayat-ayatnya tidak dijelaskan (dengan bahasa yang kami pahami)?” Apakah patut (Al-Qur’an) dalam bahasa selain bahasa Arab, sedangkan (rasul adalah) orang Arab? Katakanlah (Nabi Muhammad), “Al-Qur’an adalah petunjuk dan penyembuh bagi orang-orang yang beriman, sedangkan orang-orang yang tidak beriman, pada telinga mereka ada penyumbat dan mereka buta terhadapnya (Al-Qur’an). Mereka itu (seperti) orang-orang yang dipanggil dari tempat yang jauh.”"
Arab,041,44,"Seandainya Kami menjadikannya (Al-Qur’an) bacaan dalam bahasa selain Arab, niscaya mereka akan mengatakan, “Mengapa ayat-ayatnya tidak dijelaskan (dengan bahasa yang kami pahami)?” Apakah patut (Al-Qur’an) dalam bahasa selain bahasa Arab, sedangkan (rasul adalah) orang Arab? Katakanlah (Nabi Muhammad), “Al-Qur’an adalah petunjuk dan penyembuh bagi orang-orang yang beriman, sedangkan orang-orang yang tidak beriman, pada telinga mereka ada penyumbat dan mereka buta terhadapnya (Al-Qur’an). Mereka itu (seperti) orang-orang yang dipanggil dari tempat yang jauh.”"
Yang Maha Perkasa lagi Maha Bijaksana,042,3,Demikianlah Allah Yang Maha Perkasa lagi Maha Bijaksana menurunkan wahyu kepadamu (Nabi Muhammad) dan kepada orang-orang sebelummu.
Yang Maha Tinggi lagi Maha Agung,042,4,Milik-Nyalah apa yang ada di langit dan apa yang ada di bumi. Dialah Zat Yang Maha Tinggi lagi Maha Agung.
Ummul Qurā,042,7,Demikianlah Kami mewahyukan kepadamu Al-Qur’an yang berbahasa Arab agar engkau memberi peringatan kepada (penduduk) Ummul Qurā (Makkah) dan penduduk di sekelilingnya serta memberi peringatan tentang hari berkumpul (kiamat) yang tidak diragukan keberadaannya. Segolongan masuk surga dan segolongan (lain) masuk neraka.
musyrik Quraisy,043,8,"Oleh karena itu, Kami membinasakan orang-orang yang lebih kuat dari mereka (kaum musyrik Quraisy) dan telah berlalu contoh (kehancuran) umat-umat terdahulu."
Yang Maha Perkasa lagi Maha Mengetahui,043,9,"Jika kamu menanyakan kepada mereka, “Siapakah yang menciptakan langit dan bumi,” pastilah mereka akan menjawab, “Yang menciptakannya adalah Zat Yang Maha Perkasa lagi Maha Mengetahui."
Yang Maha Pengasih,043,17,"Apabila salah seorang di antara mereka diberi kabar gembira tentang sesuatu (kelahiran anak perempuan) yang dijadikan sebagai perumpamaan bagi (Allah) Yang Maha Pengasih, jadilah wajahnya merah padam karena menahan sedih (dan marah)."
Yang Maha Pengasih,043,19,"Mereka menganggap para malaikat, hamba-hamba (Allah) Yang Maha Pengasih itu, berjenis perempuan. Apakah mereka menyaksikan penciptaannya? Kelak kesaksian (yang mereka karang sendiri itu) akan dituliskan dan akan dimintakan pertanggungjawaban."
Yang Maha Pengasih,043,20,"Mereka berkata, “Sekiranya (Allah) Yang Maha Pengasih menghendaki, tentulah kami tidak menyembah mereka (malaikat).” Mereka tidak mempunyai pengetahuan sedikit pun tentang itu. Mereka hanyalah menduga-duga belaka."
Taif,043,31,"Mereka (juga) berkata, “Mengapa Al-Qur’an ini tidak diturunkan kepada (salah satu) pembesar dari dua negeri ini (Makkah dan Taif)?”"
Yang Maha Pengasih,043,33,"Seandainya bukan karena (Kami tidak menghendaki) manusia menjadi satu umat (yang kufur), pastilah sudah Kami buatkan bagi orang-orang yang ingkar kepada (Allah) Yang Maha Pengasih, loteng-loteng rumah mereka dan tangga-tangga yang mereka naiki dari perak."
Yang Maha Pengasih,043,36,"Siapa yang berpaling dari pengajaran (Allah) Yang Maha Pengasih (Al-Qur’an), Kami biarkan setan (menyesatkannya). Maka, ia (setan) selalu menemaninya."
Kerajaan Mesir,043,51,"Fir‘aun berseru kepada kaumnya (seraya) berkata, “Wahai kaumku, bukankah Kerajaan Mesir itu milikku dan (bukankah) sungai-sungai itu mengalir di bawah (istana-istana)-ku. Apakah kamu tidak melihat?"
putra Maryam,043,57,"Ketika putra Maryam (Isa) dijadikan perumpamaan, tiba-tiba kaummu (suku Quraisy) bersorak karenanya."
suku Quraisy,043,57,"Ketika putra Maryam (Isa) dijadikan perumpamaan, tiba-tiba kaummu (suku Quraisy) bersorak karenanya."
Malik,043,77,"Mereka menyeru, “Wahai (Malaikat) Malik, hendaklah Tuhanmu mematikan kami saja.” Dia menjawab, “Sesungguhnya kamu akan tetap tinggal (di neraka ini).”"
Tuhan Yang Maha Pengasih,043,81,"Katakanlah (Nabi Muhammad), “Jika benar Tuhan Yang Maha Pengasih mempunyai anak, akulah orang pertama yang menyembah (anak itu)."
Lailatulqadar,044,3,Sesungguhnya Kami (mulai) menurunkannya pada malam yang diberkahi (Lailatulqadar).) Sesungguhnya Kamilah pemberi peringatan.
kaum Fir'aun,044,17,"Sungguh, Kami benar-benar telah menguji kaum Fir‘aun sebelum mereka dan telah datang (pula) seorang rasul yang mulia (Musa) kepada mereka."
kaum Tubba',044,37,Apakah mereka yang lebih baik atau kaum Tubba‘ dan orang-orang yang sebelum mereka. Kami telah membinasakan mereka karena sesungguhnya mereka adalah para pendurhaka.
hari keputusan,044,40,"Sesungguhnya hari keputusan (hari Kiamat) itu adalah waktu yang dijanjikan bagi mereka semuanya,"
Yang Maha Perkasa lagi Maha Penyayang,044,42,kecuali orang yang diberi rahmat oleh Allah. Sesungguhnya Dialah Yang Maha Perkasa lagi Maha Penyayang.
Zaqum,044,45,"(Zaqum itu) seperti cairan tembaga yang mendidih di dalam perut,"
malaikat Zabaniyah,044,47,"Peganglah dia (wahai malaikat Zabaniyah), kemudian seretlah sampai ke tengah-tengah (neraka) Jahim."
Arab,044,58,Sesungguhnya Kami telah memudahkannya (Al-Qur’an) dengan bahasamu (Arab) supaya mereka mendapat pelajaran.
Yang Maha Perkasa lagi Maha Bijaksana,045,2,Diturunkannya Kitab (Al-Qur’an) ini (berasal) dari Allah Yang Maha Perkasa lagi Maha Bijaksana.
Allahlah,045,12,"Allahlah yang telah menundukkan laut untukmu agar kapal-kapal dapat berlayar di atasnya dengan perintah-Nya, agar kamu dapat mencari sebagian karunia-Nya, dan agar kamu bersyukur."
Yang Maha Perkasa lagi Maha Bijaksana,045,37,Hanya bagi-Nya segala kebesaran di langit dan bumi. Dialah Yang Maha Perkasa lagi Maha Bijaksana.
Yang Maha Perkasa lagi Maha Bijaksana,046,2,Diturunkannya Kitab (Al-Qur’an) ini (berasal) dari Allah Yang Maha Perkasa lagi Maha Bijaksana.
Kitab Musa,046,12,Sebelum itu (Al-Qur’an) telah ada Kitab Musa sebagai imam (anutan) dan rahmat. Ini (Al-Qur’an) adalah Kitab yang membenarkan (kitab-kitab sebelumnya) yang berbahasa Arab untuk memberi peringatan kepada orang-orang yang zalim dan memberi kabar gembira kepada orang-orang muhsin.
Arab,046,12,Sebelum itu (Al-Qur’an) telah ada Kitab Musa sebagai imam (anutan) dan rahmat. Ini (Al-Qur’an) adalah Kitab yang membenarkan (kitab-kitab sebelumnya) yang berbahasa Arab untuk memberi peringatan kepada orang-orang yang zalim dan memberi kabar gembira kepada orang-orang muhsin.
Ahqaf,046,21,"Ingatlah saudara (kaum) ‘Ad (Hud) ketika dia mengingatkan kaumnya (yang tinggal) di (lembah) Ahqaf. Sungguh, telah berlalu para pemberi peringatan sebelum dan setelahnya. (Dia berkata,) “Janganlah kamu menyembah selain Allah. Sesungguhnya aku khawatir nanti kamu ditimpa azab pada hari yang besar.”"
kaum 'Ad,046,25,"(Azab itu) menghancurkan segala sesuatu dengan perintah Tuhannya sehingga mereka (kaum ‘Ad) menjadi tidak terlihat lagi, kecuali hanya (bekas-bekas) tempat tinggal mereka. Demikianlah Kami memberi balasan kepada kaum yang durhaka."
kafir Makkah,046,26,"Sungguh, Kami benar-benar telah meneguhkan kedudukan mereka (‘Ad) yang tidak Kami berikan kepadamu (kafir Makkah). Kami telah memberikan kepada mereka pendengaran, penglihatan, dan hati, tetapi tidak berguna pendengaran, penglihatan, dan hati mereka itu sedikit pun karena mereka selalu mengingkari ayat-ayat Allah dan mereka telah dikepung oleh apa (azab) yang selalu mereka perolok-olokkan."
Yang Maha Kaya,047,38,"Ingatlah bahwa kamu adalah orang-orang yang diajak untuk menginfakkan (hartamu) di jalan Allah. Lalu, di antara kamu ada orang yang kikir. Padahal, siapa yang kikir sesungguhnya dia kikir terhadap dirinya sendiri. Allahlah Yang Maha Kaya dan kamulah yang fakir. Jika kamu berpaling (dari jalan yang benar), Dia akan menggantikan (kamu) dengan kaum yang lain dan mereka tidak akan (durhaka) sepertimu."
Orang-orang Arab Badui,048,11,"Orang-orang Arab Badui yang ditinggalkan (karena tidak mau ikut ke Hudaibiah) akan berkata kepadamu, “Kami telah disibukkan oleh harta dan keluarga kami, maka mohonkanlah ampunan untuk kami.” Mereka mengucapkan dengan mulutnya apa yang tidak ada dalam hatinya. Katakanlah, “Siapakah yang dapat menghalang-halangi kehendak Allah jika Dia menghendaki mudarat terhadap kamu atau jika Dia menghendaki manfaat bagimu? Bahkan, Allah Maha Teliti terhadap apa yang kamu kerjakan.”"
Hudaibiah,048,11,"Orang-orang Arab Badui yang ditinggalkan (karena tidak mau ikut ke Hudaibiah) akan berkata kepadamu, “Kami telah disibukkan oleh harta dan keluarga kami, maka mohonkanlah ampunan untuk kami.” Mereka mengucapkan dengan mulutnya apa yang tidak ada dalam hatinya. Katakanlah, “Siapakah yang dapat menghalang-halangi kehendak Allah jika Dia menghendaki mudarat terhadap kamu atau jika Dia menghendaki manfaat bagimu? Bahkan, Allah Maha Teliti terhadap apa yang kamu kerjakan.”"
Sa'ir,048,13,"Siapa yang tidak beriman kepada Allah dan Rasul-Nya, sesungguhnya Kami telah menyediakan untuk orang-orang kafir itu (neraka) Sa‘ir (yang menyala-nyala)."
Allah,048,21,"(Allah menjanjikan pula rampasan perang) lain yang kamu belum dapat menguasainya, tetapi sungguh Allah telah menguasainya. Allah Maha Kuasa atas segala sesuatu."
Nabi Muhammad,048,29,"Nabi Muhammad adalah utusan Allah dan orang-orang yang bersama dengannya bersikap keras terhadap orang-orang kafir (yang bersikap memusuhi), tetapi berkasih sayang sesama mereka. Kamu melihat mereka rukuk dan sujud mencari karunia Allah dan keridaan-Nya. Pada wajah mereka tampak tanda-tanda bekas sujud (bercahaya). Itu adalah sifat-sifat mereka (yang diungkapkan) dalam Taurat dan Injil, yaitu seperti benih yang mengeluarkan tunasnya, kemudian tunas itu makin kuat, lalu menjadi besar dan tumbuh di atas batangnya. Tanaman itu menyenangkan hati orang yang menanamnya. (Keadaan mereka diumpamakan seperti itu) karena Allah hendak membuat marah orang-orang kafir. Allah menjanjikan kepada orang-orang yang beriman dan mengerjakan kebajikan di antara mereka ampunan dan pahala yang besar."
Rasulullah,049,3,"Sesungguhnya orang-orang yang merendahkan suaranya di sisi Rasulullah, mereka itulah orang-orang yang telah diuji hatinya oleh Allah untuk bertakwa. Mereka akan memperoleh ampunan dan pahala yang besar."
Rasulullah,049,7,"Ketahuilah bahwa di tengah-tengah kamu ada Rasulullah. Seandainya dia menuruti (kemauan)-mu dalam banyak hal, pasti kamu akan mendapatkan kesusahan. Akan tetapi, Allah menjadikanmu cinta pada keimanan dan menjadikan (iman) itu indah dalam hatimu serta menjadikanmu benci pada kekufuran, kefasikan, dan kemaksiatan. Mereka itulah orang-orang yang mengikuti jalan kebenaran."
Orang-orang Arab Badui,049,14,"Orang-orang Arab Badui berkata, “Kami telah beriman.” Katakanlah (kepada mereka), “Kamu belum beriman, tetapi katakanlah, ‘Kami baru berislam’ karena iman (yang sebenarnya) belum masuk ke dalam hatimu. Jika kamu taat kepada Allah dan Rasul-Nya, Dia tidak akan mengurangi sedikit pun (pahala) amal perbuatanmu.” Sesungguhnya Allah Maha Pengampun lagi Maha Penyayang."
kaum Nuh,050,12,"Sebelum mereka, kaum Nuh, penduduk Rass, dan (kaum) Samud telah mendustakan (rasul-rasul)."
penduduk Rass,050,12,"Sebelum mereka, kaum Nuh, penduduk Rass, dan (kaum) Samud telah mendustakan (rasul-rasul)."
kaum Lut,050,13,"(Demikian juga kaum) ‘Ad, Fir‘aun, kaum Lut,"
Aikah,050,14,"penduduk Aikah, dan kaum Tubba‘. Semuanya telah mendustakan rasul-rasul, maka berlakulah ancaman-Ku (atas mereka)."
kaum Tubba',050,14,"penduduk Aikah, dan kaum Tubba‘. Semuanya telah mendustakan rasul-rasul, maka berlakulah ancaman-Ku (atas mereka)."
Zat Yang Maha Pengasih,050,33,(Dialah) orang yang takut kepada Zat Yang Maha Pengasih (sekalipun) dia tidak melihat-Nya dan dia datang (menghadap Allah) dengan hati yang bertobat.
Padang Mahsyar,050,44,"Pada hari itu bumi terbelah dengan mengeluarkan mereka, (kemudian mereka) bergegas (menuju Padang Mahsyar). Yang demikian itu adalah pengumpulan yang mudah bagi Kami."
hari Pembalasan,051,12,"Mereka bertanya, “Kapankah hari Pembalasan itu?”"
Hari Pembalasan,051,13,(Hari Pembalasan terjadi) pada hari (ketika) mereka diazab dalam api neraka.
kaum Lut,051,32,"Mereka menjawab, “Sesungguhnya kami diutus kepada kaum yang berdosa (kaum Lut untuk menyiksanya"
kaum Lut,051,35,Kami mengeluarkan orang-orang mukmin yang berada di dalamnya (negeri kaum Lut).
kaum Nuh,051,46,Sebelum itu (Kami telah membinasakan) kaum Nuh. Sesungguhnya mereka adalah kaum fasik.
Bumi,051,48,Bumi Kami hamparkan. (Kami adalah) sebaik-baik Zat yang menghamparkan.
Yang Maha Luas kebajikan-Nya lagi Maha Penyayang,052,28,Sesungguhnya kami menyembah-Nya sejak dahulu. Sesungguhnya hanya Dialah Yang Maha Luas kebajikan-Nya lagi Maha Penyayang.”
kaum musyrik Makkah,053,12,Apakah kamu (kaum musyrik Makkah) hendak membantahnya (Nabi Muhammad) tentang apa yang dilihatnya itu (Jibril)?
Sidratulmuntaha,053,14,(yaitu ketika) di Sidratulmuntaha.
Sidratulmuntaha,053,16,(Nabi Muhammad melihat Jibril) ketika Sidratulmuntaha dilingkupi oleh sesuatu yang melingkupinya.
al-Lata,053,19,"Apakah patut kamu (orang-orang musyrik) menganggap (dua berhala) al-Lata dan al-‘Uzza,"
al-'Uzza,053,19,"Apakah patut kamu (orang-orang musyrik) menganggap (dua berhala) al-Lata dan al-‘Uzza,"
Manata,053,20,serta Manata (berhala) ketiga yang lain (sebagai anak-anak perempuan Allah yang kamu sembah)?
bintang,053,49,"bahwa sesungguhnya Dialah Tuhan (yang memiliki) bintang Syi‘ra,"
Syi'ra,053,49,"bahwa sesungguhnya Dialah Tuhan (yang memiliki) bintang Syi‘ra,"
kaum Nuh,053,52,Sebelum itu kaum Nuh juga (dibinasakan). Sesungguhnya mereka adalah orang-orang yang lebih zalim dan lebih durhaka.
kaum Lut,053,53,"Dia juga menjungkirbalikkan negeri kaum Lut,"
Hari Kiamat,053,57,(Hari Kiamat) yang dekat makin mendekat.
Pembalasan,054,6,"Maka, berpalinglah (Nabi Muhammad) dari mereka. Pada hari (ketika) penyeru (malaikat) mengajak (mereka) pada sesuatu yang tidak menyenangkan (hari Pembalasan),"
kaum Nuh,054,9,"Sebelum mereka, kaum Nuh juga telah mendustakan (rasul). Mereka mendustakan hamba Kami (Nuh) dan mengatakan, “(Dia) orang gila!” Dia pun dibentak (dengan cacian dan lainnya)."
Kaum Lut,054,33,Kaum Lut pun telah mendustakan peringatan-peringatan.
pengikut Lut,054,34,"Sesungguhnya Kami menimpakan atas mereka badai batu, kecuali pengikut Lut. Kami menyelamatkan mereka sebelum fajar menyingsing"
Yang Maha Perkasa lagi Maha Kuasa,054,42,"Mereka mendustakan semua tanda-tanda (kebesaran) Kami. Maka, Kami mengazab mereka dengan azab (Tuhan) Yang Maha Perkasa lagi Maha Kuasa."
kaum Quraisy,054,43,Apakah orang-orang kafir di lingkunganmu (kaum Quraisy) lebih baik daripada mereka (kaum terdahulu) ataukah kamu telah mempunyai (jaminan) kebebasan (dari azab) dalam kitab-kitab terdahulu?
Hari Kiamat,054,46,Bahkan hari Kiamat itulah hari yang dijanjikan kepada mereka. Hari Kiamat itu lebih dahsyat dan lebih pahit.
Sa'ir,054,47,Sesungguhnya para pendurhaka berada dalam kesesatan dan akan berada dalam (neraka) Sa‘ir (yang menyala-nyala).
Saqar,054,48,"Pada hari (ketika) mereka diseret ke neraka dengan wajah (tertelungkup), (dikatakan kepada mereka,) “Rasakanlah sentuhan (api neraka) Saqar.”"
Lauhulmahfuz,054,53,Segala (amalan) yang kecil atau yang besar (semuanya) tertulis (di Lauhulmahfuz).
Tuhan Yang Maha Kuasa,054,55,di tempat yang disenangi di sisi Tuhan Yang Maha Kuasa.
Yang Maha Pengasih,055,1,"(Allah) Yang Maha Pengasih,"
Matahari,055,5,Matahari dan bulan (beredar) sesuai dengan perhitungan.
Bumi,055,10,Bumi telah Dia bentangkan untuk makhluk(-Nya).
delima,055,68,Di dalam keduanya ada buah-buahan (antara lain) kurma dan delima.
zaqum,056,54,"Setelah itu, untuk penawarnya (zaqum) kamu akan meminum air yang sangat panas."
hari Pembalasan,056,56,Inilah hidangan (untuk) mereka pada hari Pembalasan.”
hari Kebangkitan,056,57,Kami telah menciptakanmu.  Mengapa kamu tidak membenarkan (hari Kebangkitan)?
Yang Maha Agung,056,74,"Maka, bertasbihlah dengan (menyebut) nama Tuhanmu Yang Maha Agung."
Yang Maha Agung,056,96,"Maka, bertasbihlah dengan (menyebut) nama Tuhanmu Yang Maha Agung."
Yang Maha Perkasa lagi Maha Bijaksana,057,1,Apa yang ada di langit dan di bumi bertasbih kepada Allah. Dialah Yang Maha Perkasa lagi Maha Bijaksana.
Yang Maha Kaya lagi Maha Terpuji,057,24,"(Mereka itu adalah) orang-orang yang kikir dan menyuruh orang lain (berbuat) kikir. Siapa yang berpaling (dari perintah Allah), sesungguhnya Allah, Dialah Yang Maha Kaya lagi Maha Terpuji."
Yang Maha Perkasa lagi Maha Bijaksana,059,1,Apa yang ada di langit dan apa yang ada di bumi bertasbih kepada Allah. Dialah Yang Maha Perkasa lagi Maha Bijaksana.
Yahudi Bani Nadir,059,2,"Dialah yang mengeluarkan orang-orang yang kufur di antara Ahlulkitab (Yahudi Bani Nadir) dari kampung halaman mereka pada saat pengusiran yang pertama. Kamu tidak menyangka bahwa mereka akan keluar. Mereka pun yakin bahwa benteng-benteng mereka akan dapat menjaganya dari (azab) Allah. Maka, (azab) Allah datang kepada mereka dari arah yang tidak mereka sangka. Dia menanamkan rasa takut di dalam hati mereka sehingga mereka menghancurkan rumah-rumahnya dengan tangannya sendiri dan tangan orang-orang mukmin. Maka, ambillah pelajaran (dari kejadian itu), wahai orang-orang yang mempunyai penglihatan (mata hati)."
Yahudi Bani Nadir,059,5,"Apa yang kamu tebang di antara pohon kurma (milik Yahudi Bani Nadir) atau yang kamu biarkan berdiri di atas pokoknya, (itu terjadi) dengan izin Allah dan (juga) karena Dia hendak menghinakan orang-orang fasik."
Ansar,059,9,Orang-orang (Ansar) yang telah menempati kota (Madinah) dan beriman sebelum (kedatangan) mereka (Muhajirin) mencintai orang yang berhijrah ke (tempat) mereka. Mereka tidak mendapatkan keinginan di dalam hatinya terhadap apa yang diberikan (kepada Muhajirin). Mereka mengutamakan (Muhajirin) daripada dirinya sendiri meskipun mempunyai keperluan yang mendesak. Siapa yang dijaga dirinya dari kekikiran itulah orang-orang yang beruntung.
Madinah,059,9,Orang-orang (Ansar) yang telah menempati kota (Madinah) dan beriman sebelum (kedatangan) mereka (Muhajirin) mencintai orang yang berhijrah ke (tempat) mereka. Mereka tidak mendapatkan keinginan di dalam hatinya terhadap apa yang diberikan (kepada Muhajirin). Mereka mengutamakan (Muhajirin) daripada dirinya sendiri meskipun mempunyai keperluan yang mendesak. Siapa yang dijaga dirinya dari kekikiran itulah orang-orang yang beruntung.
Muhajirin,059,9,Orang-orang (Ansar) yang telah menempati kota (Madinah) dan beriman sebelum (kedatangan) mereka (Muhajirin) mencintai orang yang berhijrah ke (tempat) mereka. Mereka tidak mendapatkan keinginan di dalam hatinya terhadap apa yang diberikan (kepada Muhajirin). Mereka mengutamakan (Muhajirin) daripada dirinya sendiri meskipun mempunyai keperluan yang mendesak. Siapa yang dijaga dirinya dari kekikiran itulah orang-orang yang beruntung.
Muhajirin,059,9,Orang-orang (Ansar) yang telah menempati kota (Madinah) dan beriman sebelum (kedatangan) mereka (Muhajirin) mencintai orang yang berhijrah ke (tempat) mereka. Mereka tidak mendapatkan keinginan di dalam hatinya terhadap apa yang diberikan (kepada Muhajirin). Mereka mengutamakan (Muhajirin) daripada dirinya sendiri meskipun mempunyai keperluan yang mendesak. Siapa yang dijaga dirinya dari kekikiran itulah orang-orang yang beruntung.
Muhajirin,059,9,Orang-orang (Ansar) yang telah menempati kota (Madinah) dan beriman sebelum (kedatangan) mereka (Muhajirin) mencintai orang yang berhijrah ke (tempat) mereka. Mereka tidak mendapatkan keinginan di dalam hatinya terhadap apa yang diberikan (kepada Muhajirin). Mereka mengutamakan (Muhajirin) daripada dirinya sendiri meskipun mempunyai keperluan yang mendesak. Siapa yang dijaga dirinya dari kekikiran itulah orang-orang yang beruntung.
Muhajirin,059,10,"Orang-orang yang datang sesudah mereka (Muhajirin dan Ansar) berdoa, “Ya Tuhan kami, ampunilah kami serta saudara-saudara kami yang telah beriman lebih dahulu daripada kami dan janganlah Engkau jadikan dalam hati kami kedengkian terhadap orang-orang yang beriman. Ya Tuhan kami, sesungguhnya Engkaulah Yang Maha Penyantun lagi Maha Penyayang.”"
Ansar,059,10,"Orang-orang yang datang sesudah mereka (Muhajirin dan Ansar) berdoa, “Ya Tuhan kami, ampunilah kami serta saudara-saudara kami yang telah beriman lebih dahulu daripada kami dan janganlah Engkau jadikan dalam hati kami kedengkian terhadap orang-orang yang beriman. Ya Tuhan kami, sesungguhnya Engkaulah Yang Maha Penyantun lagi Maha Penyayang.”"
Yang Maha Penyantun lagi Maha Penyayang,059,10,"Orang-orang yang datang sesudah mereka (Muhajirin dan Ansar) berdoa, “Ya Tuhan kami, ampunilah kami serta saudara-saudara kami yang telah beriman lebih dahulu daripada kami dan janganlah Engkau jadikan dalam hati kami kedengkian terhadap orang-orang yang beriman. Ya Tuhan kami, sesungguhnya Engkaulah Yang Maha Penyantun lagi Maha Penyayang.”"
Kaum Yahudi,059,15,(Kaum Yahudi itu) seperti orang-orang sebelumnya (musyrik Makkah) yang belum lama berselang telah merasakan akibat buruk perbuatannya sendiri (di dunia). Mereka akan mendapatkan azab yang pedih (di akhirat).
kaum Yahudi,059,16,"(Perumpamaan bujukan orang-orang munafik kepada kaum Yahudi) seperti setan ketika berkata kepada manusia, “Kufurlah kamu!” Ketika orang itu kufur, ia berkata, “Sesungguhnya aku berlepas diri darimu karena sesungguhnya aku takut kepada Allah, Tuhan semesta alam.”"
Yang Maha Pencipta,059,24,"Dialah Allah Yang Maha Pencipta, Yang Mewujudkan dari tiada, dan Yang Membentuk rupa. Dia memiliki nama-nama yang indah. Apa yang di langit dan di bumi senantiasa bertasbih kepada-Nya. Dialah Yang Maha Perkasa lagi Maha Bijaksana."
Yang Mewujudkan dari tiada,059,24,"Dialah Allah Yang Maha Pencipta, Yang Mewujudkan dari tiada, dan Yang Membentuk rupa. Dia memiliki nama-nama yang indah. Apa yang di langit dan di bumi senantiasa bertasbih kepada-Nya. Dialah Yang Maha Perkasa lagi Maha Bijaksana."
Yang Membentuk rupa,059,24,"Dialah Allah Yang Maha Pencipta, Yang Mewujudkan dari tiada, dan Yang Membentuk rupa. Dia memiliki nama-nama yang indah. Apa yang di langit dan di bumi senantiasa bertasbih kepada-Nya. Dialah Yang Maha Perkasa lagi Maha Bijaksana."
